writer,article,likes,replys_count,replys,datetime,img,tags
lovelys2s2,"#Repost @kpetfair (@get_repost)・・・""버블버블 거품목욕하면 부들부들""반려견 전용 천연비누 '버블부들'을 케이펫 이전 미리 만나볼 수 있는 기회!.라벤더향 솔솔 핑크솔트비누🏵와 달달한 스윗바나나비누🍌를 각각 20명씩, 총 40분께 드립니다 .@kpetfair 프로필링크 - 버블부들이벤트 게시글 클릭 후 설문 제출하면 응모 끝!.🐶 버블부들 천연비누는 T-32 부스에서 만나볼 수 있습니다...※ 본 제품은 강아지 전용 비누입니다.※ 리그램 게시물에는 필수적으로. [ #버블부들 #케이펫페어 #케이펫 #애견비누 #강아지비누 #애견샴푸 #강아지샴푸 #강아지목욕 ] 해시태그가 포함되어야 하며, @bubblebuddle 사람태그가 포함되어야 합니다!..#강아지아토피 #강아지습진 #케이캣페어 #케이캣 #개이득박람회 #냥이득박람회 #개이득 #냥이득 #푸들 #포메 #말티즈 #멍스타그램 #독스타그램 #인스타독 #반려견 #댕댕이",1,1,'0',2017-11-06 14:13,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#버블부들', '#케이펫페어', '#케이펫', '#애견비누', '#강아지비누', '#애견샴푸', '#강아지샴푸', '#강아지목욕', '#강아지아토피', '#강아지습진', '#케이캣페어', '#케이캣', '#개이득박람회', '#냥이득박람회', '#개이득', '#냥이득', '#푸들', '#포메', '#말티즈', '#멍스타그램', '#독스타그램', '#인스타독', '#반려견', '#댕댕이'"
dlwltkfk,"#Repost @kpetfair (@get_repost)・・・""버블버블 거품목욕하면 부들부들""반려견 전용 천연비누 '버블부들'을 케이펫 이전 미리 만나볼 수 있는 기회!.라벤더향 솔솔 핑크솔트비누🏵와 달달한 스윗바나나비누🍌를 각각 20명씩, 총 40분께 드립니다 .@kpetfair 프로필링크 - 버블부들이벤트 게시글 클릭 후 설문 제출하면 응모 끝!.🐶 버블부들 천연비누는 T-32 부스에서 만나볼 수 있습니다...""케이펫페어 사전등록을 하면 당첨확률이 올라간다개!"".※ 본 제품은 강아지 전용 비누입니다.※ 리그램 게시물에는 필수적으로. [ #버블부들 #케이펫페어 #케이펫 #애견비누 #강아지비누 #애견샴푸 #강아지샴푸 #강아지목욕 ] 해시태그가 포함되어야 하며, @bubblebuddle 사람태그가 포함되어야 합니다!..#강아지아토피 #강아지습진 #케이캣페어 #케이캣 #개이득박람회 #냥이득박람회 #개이득 #냥이득 #푸들 #포메 #말티즈 #멍스타그램 #독스타그램 #인스타독 #반려견 #댕댕이",12,1,'0',2017-11-06 13:47,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#버블부들', '#케이펫페어', '#케이펫', '#애견비누', '#강아지비누', '#애견샴푸', '#강아지샴푸', '#강아지목욕', '#강아지아토피', '#강아지습진', '#케이캣페어', '#케이캣', '#개이득박람회', '#냥이득박람회', '#개이득', '#냥이득', '#푸들', '#포메', '#말티즈', '#멍스타그램', '#독스타그램', '#인스타독', '#반려견', '#댕댕이'"
cute1004rubi,"Repost @ainsoap_) ""edges"": [{""node"": {""text"": ""#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제",6,1,'0',2017-11-06 13:22,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
m_arriiy,"더마독 이지클린폼 #EASYCLEANFOAM 입니다! #페이스북 이벤트당첨으로 받아서 써본 후기에요🙄 처음엔 더마독제품말고 다른걸 살까하다가 우연하게 당첨되서 사용해봤습니다-50ml로 한손에 가볍게 잡히는 크기로 가방에 쏙 넣어 다닐수 있어요제품특징:간편한 사용성과 휴대의 용이성이 있으며 물로 씻어내지않고 닦아낼 수 있습니다. 실리콘,파라벤,CMIT/MIT 등의 성분을 배제하고 식물 유래 계면활성제를 사용한 ewg 그린등급의 제품입니다/라고 적혀져있네요😉-사용후기는 별다섯개로 냄새도 역하지않고 폼클랜징처럼 거품이 몽글몽글하게 올라와 손으로 문질문질하면 물처럼 변해서 휴지로 닦아주기만 하면 되는제품이에요!! 휴지에 이물질들이 묻어나와 실제로는 엄청까만색이랍니다ㅋㅋㅋ하고나서도 울메리가 특별히 이상함을못느꼈나봐요~! 이불에 막비비거나 발사탕하는 일은 없엇어요!-#더마독 #이지클린폼 #발바닥 #세정제#푸들 #강아지그램 #애견 #메리 #메리메리 #메리스타그램 #dog #멍스타그램 #펫스타그램 #푸들스타그램 #반려견 #메리멍멍 #신도림 #맞팔 #데일리 #맞팔 #toypoodle #poodle #양모펠트 #반려견키링 #소통해요 #독스타그램 #foam #애견샴푸 #샴푸추천",27,2,"(1, 'ba_mi_o', '일러스트레이터 바미에요! 힐링이 되는 일상 속 스케치를 올리는 중이니 한번 보구 가세요! 팔로우도 해주면 완전 짱..♥'), (2, 'kimsun945', '피드가 넘 예뿌네요! 소통해요!....')",2017-11-06 13:16,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#EASYCLEANFOAM', '#페이스북', '#더마독', '#이지클린폼', '#발바닥', '#세정제', '#푸들', '#강아지그램', '#애견', '#메리', '#메리메리', '#메리스타그램', '#dog', '#멍스타그램', '#펫스타그램', '#푸들스타그램', '#반려견', '#메리멍멍', '#신도림', '#맞팔', '#데일리', '#맞팔', '#toypoodle', '#poodle', '#양모펠트', '#반려견키링', '#소통해요', '#독스타그램', '#foam', '#애견샴푸', '#샴푸추천'"
m_arriiy,#페이스북 에서 #이벤트당첨 으로 더마독에서 이지클린폼을 받았어요!!사용후기는 따로 포스팅할께요💨-냄새는 거부감없고 특별한 냄세없이 무난하게 사용가능하세요-#더마독 #이지클린폼 #발바닥 #세정제#푸들 #강아지그램 #애견 #메리 #메리메리 #메리스타그램 #dog #멍스타그램 #펫스타그램 #푸들스타그램 #반려견 #메리멍멍 #신도림 #맞팔 #데일리 #맞팔 #toypoodle #poodle #양모펠트 #반려견키링 #소통해요 #독스타그램 #애견샴푸,36,4,"(1, 'park.ym', '이 사진을 위해 냈을 소리가 궁금하네요'), (2, 'm_arriiy', '@park.ym ㅋㅋㅋㅋ왕왕왕퇑 멍멍멍'), (3, 'ttakong_mom', '메리 너무 귀여워요😘 따콩이랑 친구해요 맞팔하구 가요~~!🌸'), (4, 'm_arriiy', '@takong_diary 네좋아요~~!!!')",2017-11-06 13:01,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#페이스북', '#이벤트당첨', '#더마독', '#이지클린폼', '#발바닥', '#세정제', '#푸들', '#강아지그램', '#애견', '#메리', '#메리메리', '#메리스타그램', '#dog', '#멍스타그램', '#펫스타그램', '#푸들스타그램', '#반려견', '#메리멍멍', '#신도림', '#맞팔', '#데일리', '#맞팔', '#toypoodle', '#poodle', '#양모펠트', '#반려견키링', '#소통해요', '#독스타그램', '#애견샴푸'"
jsimi424,#Repost @ainsoap_ (@get_repost)・・・#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,10,1,'0',2017-11-06 12:54,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
love_francoispet,"#프랑소와펫 실제고객님후기❤️으슬으슬 추운 요즘,펫가운 제대로 활용하실 시기에요:)-✔️샤워 후 물기를 제대로 못말리고 난리치며 뛰어다니는 아이들을 위해-✔️체온유지가 중요한 반려동물을 위해!-프랑소와 펫가운은 4가지 사이즈!4가지 컬러로 구성되어있어요.⭐️100%국내산프리미엄극세사를 사용하여물기흡수율이 아주 좋고 정말 부드럽고 편안하게 만들었습니다. (실제로 만져보시면 정말 깜짝 놀랄만한 부드러움을 가지고 있어요-!)⭐️프랑소와펫 펫가운이 샤워 후 좀 더 편안하게 물기흡수를 도와드리고 감기걸리지 않게 체온을 유지시켜드립니다😉",172,2,"(1, 'love_francoispet', '#담요 #강아지#말티스타그램#개스타그램#멍스타그램 #강아지쿠션 #애견타올 #애견담요#펫쿠션#펫소파 #독스타그램 #펫샴푸#애견샴푸#강아지그램#대형견 #댕댕이 #개린이#한강 #산책#가운#펫가운#강아지옷#반려견'), (2, 'urbandogcafe', '안녕하세요~ 서초동에있는 어반도그 애견카페 입니다~')",2017-11-06 12:37,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,'#프랑소와펫'
popomgjk,#Repost from @ainsoap_ with @regram.app ... #아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,5,1,'0',2017-11-06 11:26,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
starcream_mom,#Repost @ainsoap_ (@get_repost)・・・#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,6,1,'0',2017-11-06 11:15,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
dnflelel,#Repost @ainsoap_ (@get_repost)・・・#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,14,1,"(1, '_edenbliss_', '좋아요 누르고 갑니다~')",2017-11-06 10:34,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
choco__501,#Repost @ainsoap_ (@get_repost)・・・#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,11,1,'0',2017-11-06 10:23,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
kimukimu0119,"@Regranned from @kpetfair - ""버블버블 거품목욕하면 부들부들""반려견 전용 천연비누 '버블부들'을 케이펫 이전 미리 만나볼 수 있는 기회!.라벤더향 솔솔 핑크솔트비누🏵와 달달한 스윗바나나비누🍌를 각각 20명씩, 총 40분께 드립니다 .@kpetfair 프로필링크 - 버블부들이벤트 게시글 클릭 후 설문 제출하면 응모 끝!.🐶 버블부들 천연비누는 T-32 부스에서 만나볼 수 있습니다...""케이펫페어 사전등록을 하면 당첨확률이 올라간다개!"".※ 본 제품은 강아지 전용 비누입니다.※ 리그램 게시물에는 필수적으로. [ #버블부들 #케이펫페어 #케이펫 #애견비누 #강아지비누 #애견샴푸 #강아지샴푸 #강아지목욕 ] 해시태그가 포함되어야 하며, @bubblebuddle 사람태그가 포함되어야 합니다!..#강아지아토피 #강아지습진 #케이캣페어 #케이캣 #개이득박람회 #냥이득박람회 #개이득 #냥이득 #푸들 #포메 #말티즈 #멍스타그램 #독스타그램 #인스타독 #반려견 #댕댕이 - #regrann",24,1,"(1, '1ovedog', '너무 귀여워요 ♥ 진짜 너무 사랑스럽네요~')",2017-11-06 10:06,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#버블부들', '#케이펫페어', '#케이펫', '#애견비누', '#강아지비누', '#애견샴푸', '#강아지샴푸', '#강아지목욕', '#강아지아토피', '#강아지습진', '#케이캣페어', '#케이캣', '#개이득박람회', '#냥이득박람회', '#개이득', '#냥이득', '#푸들', '#포메', '#말티즈', '#멍스타그램', '#독스타그램', '#인스타독', '#반려견', '#댕댕이', '#regrann'"
bom_chaminju,#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,8,1,"(1, 'dasom_official', '다솜 이벤트 중이에요! 구경오세요💛')",2017-11-06 09:58,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
eun_gaemi,"#Repost @kpetfair (@get_repost)・・・""버블버블 거품목욕하면 부들부들""반려견 전용 천연비누 '버블부들'을 케이펫 이전 미리 만나볼 수 있는 기회!.라벤더향 솔솔 핑크솔트비누🏵와 달달한 스윗바나나비누🍌를 각각 20명씩, 총 40분께 드립니다 .@kpetfair 프로필링크 - 버블부들이벤트 게시글 클릭 후 설문 제출하면 응모 끝!.🐶 버블부들 천연비누는 T-32 부스에서 만나볼 수 있습니다...""케이펫페어 사전등록을 하면 당첨확률이 올라간다개!"".※ 본 제품은 강아지 전용 비누입니다.※ 리그램 게시물에는 필수적으로. [ #버블부들 #케이펫페어 #케이펫 #애견비누 #강아지비누 #애견샴푸 #강아지샴푸 #강아지목욕 ] 해시태그가 포함되어야 하며, @bubblebuddle 사람태그가 포함되어야 합니다!..#강아지아토피 #강아지습진 #케이캣페어 #케이캣 #개이득박람회 #냥이득박람회 #개이득 #냥이득 #푸들 #포메 #말티즈 #멍스타그램 #독스타그램 #인스타독 #반려견 #댕댕이",16,1,"(1, 'ilhwa21', '잘보고 갑니다')",2017-11-06 09:50,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#버블부들', '#케이펫페어', '#케이펫', '#애견비누', '#강아지비누', '#애견샴푸', '#강아지샴푸', '#강아지목욕', '#강아지아토피', '#강아지습진', '#케이캣페어', '#케이캣', '#개이득박람회', '#냥이득박람회', '#개이득', '#냥이득', '#푸들', '#포메', '#말티즈', '#멍스타그램', '#독스타그램', '#인스타독', '#반려견', '#댕댕이'"
choi_bboram,#RepostSave @kpetfair with @repostsaveapp ・・・ 양순이는 핑크솔트비누로 목욕해보고싶어요~👉❤👈 #버블부들 #케이펫페어 #케이펫 #애견비누 #강아지비누 #애견샴푸 #강아지샴푸 #강아지목욕,6,1,'0',2017-11-06 06:52,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#RepostSave', '#버블부들', '#케이펫페어', '#케이펫', '#애견비누', '#강아지비누', '#애견샴푸', '#강아지샴푸', '#강아지목욕'"
hyesung.s,#Repost @ainsoap_ (@get_repost)・・・#아인솝 과 #케이펫페어 가 함께하는티켓증정 #리그램이벤트..😸아인솝 신제품 #귀세정제 미니 증정!🐶케이펫페어에서 많은 분들이 찾아주신신제품 #아인솝귀세정제 를 만나보세용..^^.. 💕신청방법1. 아인솝 계정 @ainsoap_ 팔로우해주세요.2. 본 게시물을 리그램해주세요.3. 덧글에 #일산케이펫페어 에 참가하는 아인솝에 응원한마디를 남겨주세요.4. 함께 가고 싶은 친구를 소환하면 GOOD!..💕신청기간11월 14일 화요일까지..💕당첨자발표11월 15일 수요일..💕당청자선물 (총 20명)케이펫페어 쿠폰 1인2매 + 신제품 아인솝 귀세정제 미니..아인솝부스 K-19에서 만나요💖..#강아지천연비누 #강아지비누 #고양이비누 #강아지박람회 #고양이박람회 #애견용품 #케이펫 #케이펫티켓 #케이펫vip초청장 #케이펫이벤트 #강아지샴푸 #애견샴푸 #kpetpair #ainsoap #강아지입욕제 #강아지스파 #애견입욕제 #애견스파 #애견박람회 #인스타펫 #강아지일상 #인스타멍 #강아지귀세정제,11,1,'0',2017-11-06 05:39,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#Repost', '#아인솝', '#케이펫페어', '#리그램이벤트', '#귀세정제', '#아인솝귀세정제', '#일산케이펫페어', '#강아지천연비누', '#강아지비누', '#고양이비누', '#강아지박람회', '#고양이박람회', '#애견용품', '#케이펫', '#케이펫티켓', '#케이펫vip초청장', '#케이펫이벤트', '#강아지샴푸', '#애견샴푸', '#kpetpair', '#ainsoap', '#강아지입욕제', '#강아지스파', '#애견입욕제', '#애견스파', '#애견박람회', '#인스타펫', '#강아지일상', '#인스타멍', '#강아지귀세정제'"
jieun2011,"#bloomingjuice#버블부들 반려견 전용 수제비누전문 수의사와 반려동물 아로마테라피스트의데이터를 기반으로 전문적으로 만들어진#반려견을 위한 바른 선택,반려견 전용 #천연수제비누 버블부들.....#발바닥전용비누 #스윗바나나비누 샘플 + #그린티라떼비누 (이중모/파상모용), #치얼스비누 (브라이트닝), #핑크솔트비누 (지성, 지루성용) 3종 #블루밍쥬스 #이벤트 #체험단 #체험단모집 #스킨365 #버블부들 #애견목욕 #강아지목욕 #강아지비누 #강아지스파 #개목욕 #애견비누 #강아지샴푸 #애견샴푸 -",28,1,'0',2017-11-06 05:32,https://scontent-icn1-1.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/24331586_143422726313706_1328788629987786752_n.jpg,"'#bloomingjuice', '#버블부들', '#반려견을', '#천연수제비누', '#발바닥전용비누', '#스윗바나나비누', '#그린티라떼비누', '#치얼스비누', '#핑크솔트비누', '#블루밍쥬스', '#이벤트', '#체험단', '#체험단모집', '#스킨365', '#버블부들', '#애견목욕', '#강아지목욕', '#강아지비누', '#강아지스파', '#개목욕', '#애견비누', '#강아지샴푸', '#애견샴푸'"
